UIN,INCIDENT_MONTH,INCIDENT_YEAR,VICTIM_INJURY,STATE,LOCATION,LATITUDE,LONGITUDE,SITE_CATEGORY,SITE_CATEGORY_COMMENT,SHARK_COMMON_NAME,SHARK_SCIENTIFIC_NAME,SHARK_IDENTIFICATION_METHOD,SHARK_IDENTIFICATION_SOURCE,SHARK_LENGTH_M,BASIS_FOR_LENGTH,PROVOKED_UNPROVOKED,PROVOCATIVE_ACT,NO_SHARKS,VICTIM_ACTIVITY,FISH_SPEARED,COMMERCIAL_DIVE_ACTIVITY,OBJECT_OF_BITE,PRESENT_AT_TIME_OF_BITE,DIRECTION_FIRST_STRIKE,SHARK_BEHAVIOUR,VICTIM_AWARE_OF_SHARK,SHARK_CAPTURED,INJURY_LOCATION,INJURY_SEVERITY,VICTIM_GENDER,VICTIM_AGE,VICTIM_CLOTHING,CLOTHING_COVERAGE,DOMINANT_CLOTHING_COLOUR,OTHER_CLOTHING_COLOUR,CLOTHING_PATTERN,FIN_COLOUR,DIVERSIONARY_ACTION_TAKEN,DIVERSIONARY_ACTION_OUTCOME,PEOPLE_LESS_THAN_3M,PEOPLE_3_TO_15M,TIME_OF_INCIDENT,DEPTH_OF_INCIDENT_M,TEETH_RECOVERED,TIME_IN_WATER_MIN,WATER_TEMPERATURE_C,TOTAL_WATER_DEPTH_M,WATER_VISIBILITY_M,DISTANCE_TO_SHORE_M,TIDAL_CYCLE,WIND_CONDITION,WEATHER_CONDITION,AIR_TEMPERATURE_C,PERSONAL_PROTECTIVE_DEVICE,DETERRENT_BRAND_TYPE,DATA_SOURCE,REFERENCE,
923,December,2011,Injured,NSW,"suffolk park, broken head beach",-28.7,153.6,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,,,unprovoked,,1,boarding,,,Board,"baitfish, boarding",below,bumped surfboard,,N,"torso, shoulder",surface wound,Male,63,wetsuit/drysuit,full body,,,,,,,,,600,0,,,,,,50,,,,,,,media outlet,northernstar.com.au 3.12.2011,
924,December,2011,Injured,NSW,"maroubra beach, sydney",-33.93333333,151.25,coastal,,Wobbegong,Orectolobidae,tooth recovered,government official,,,provoked,physical contact,1,boarding,,,,boarding,,bit victim on leg,,,foot,minor lacerations,Male,14,wetsuit/drysuit,full body,green,,,,kicked at shark,,,,1930,1.5,Y,,,1.5,,200,,,,,,,government report,nsw fisheries report 13.12.2011,
925,December,2011,Injured,NSW,"yamba, angourie beach",-29.48333333,153.35,coastal,,Great White Shark,Carcharodon carcharias ,bite analysis,,2.5,government official,unprovoked,,1,boarding,,,Board,"baitfish, boarding",below,bit victim & board,,N,thigh,minor lacerations,Male,50,wetsuit/drysuit,full body,black,,,,,,,1,600,0,,15,21,3,,80,,,,,,,media outlet,the australian 12.12.2011,
926,January,2012,Injured,NSW,north avoca beach,-33.45,151.4333333,coastal,,Great White Shark,Carcharodon carcharias ,bite analysis,,2.2,government official,unprovoked,,1,boarding,,,Board,baitfish,other: side,bit arm & board while resting,,N,arm,minor lacerations,Male,28,swimwear,,purple,,,,,,,,1945,0,,,,,,,,,,,,,media outlet,daily telegraph 3.1.2012,
927,January,2012,Uninjured,NSW,"tweed river mouth, duranbah",-28.16666667,153.55,estuary/harbour,,Tiger Shark,Galeocerdo cuvier ,"shark behaviour, geographical location, direct observation",,3.5,witness/victim,provoked,,1,spearfishing,,,Catch,spearfishing,behind,bumped into divers back,,,other: uninjured,,Male,,wetsuit/drysuit,full body,,,,,,,,,,,,,,,,,,,,,,,media outlet,goldcoast.com.au 3.1.2012,
928,January,2012,Injured,NSW,"redhead beach, newcastle",-33,151.7166667,coastal,,Great White Shark,Carcharodon carcharias ,bite analysis,,2.6,government official,unprovoked,,1,boarding,,,Board,"baitfish, boarding",other: side,bit board & victim,,,thigh,major lacerations,Male,44,wetsuit/drysuit,full body,black,,,,,,,,1640,0,,,,,,,,,,,,,media outlet,"news.com.au 19.1.2012, fisheries questionnaire 2.2.2012",
929,January,2012,Injured,WA,"the lagoon, coral bay",-23.13333333,113.7666667,coastal,,Tiger Shark,Galeocerdo cuvier ,direct observation,witness/victim,3,witness/victim,unprovoked,,1,snorkelling,,,,snorkelling,,bit victim on arm,,,arm,minor lacerations,Male,26,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,perth now 19.1.2011,
930,February,2012,Uninjured,NSW,"wallabi point, old bar",-31.98333333,152.5666667,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,,,unprovoked,,1,boarding,,,Board,,,bit board,,,other: uninjured,,Male,,,,,,,,,,,,,,,,,,,,,,,,,,government report,email from nsw fisheries 3.2.2012,
931,February,2012,Injured,NSW,"port stephens, broughton island",-32.6,152.3166667,island open ocean,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location, direct observation",,,,provoked,enticed shark,1,fishing,,,,"catch, baitfish",,bit foot,,,foot,other: teeth marks,Male,,,,,,,,,,,,1600,,,,,,,,,,,,,,government report,newcastle herald 27.2.2012,
932,February,2012,Uninjured,QLD,wurtulla beach,-26.75,153.1333333,coastal,,Whaler Shark,Carcharhinidae,"shark behaviour, geographical location",,,,unprovoked,,1,boarding,,,Board,boarding,below,bumped board,,,other: uninjured,,Male,29,,,,,,,,,,,,0,,,,,,50,,,,,,,media outlet,sunshinecoastdaily.com.au 7.2.2012,
933,March,2012,Injured,QLD,"nobbys beach, gold coast",-28.05,153.4333333,coastal,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour, geographical location, direct observation",,,,provoked,physical contact,1,boarding,,,,"boarding, baitfish",,bit foot,,,foot,minor lacerations,Male,20,,,,,,,,,,,1710,0,,,,,,,,,,,,,media outlet,couriermail.com.au 20.3.2012,
934,March,2012,Uninjured,NSW,"lion island, hawkesbury river",-33.55,151.3166667,coastal,,,,,,,,unprovoked,,1,unmotorised boating,,,Vessel,,,,,,other: uninjured,,Male,52,,,,,,,,,,,,0,,,,,,1400,,,,,,,government report,fisheries report 14.7.2012,
935,March,2012,Fatal,WA,"stratham beach, bunbury",-33.46666667,115.5166667,coastal,,Great White Shark,Carcharodon carcharias ,,government official,4,witness/victim,unprovoked,,1,diving,,,,scuba diving,,bit torso,,,torso,major lacerations,Male,32,wetsuit/drysuit,full body,,,,,brother stabbed shark,,,1,930,2,,1,,,,1600,,,,,,,media outlet,sunday telegraph 1.4.2012,
936,April,2012,Injured,SA,"dolphin bay, yorke peninsula",-35.18333333,136.85,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,6,witness/victim,unprovoked,,1,unmotorised boating,,,Vessel,,,bit kayak,,,thigh,other: teeth marks,Male,27,,,,,,,swam away from kayak,,,,,0,,,,,,,,,,,,,media outlet,the advertiser 12.4.2012,
937,May,2012,Injured,NSW,"forster, barge wreck",-32.21666667,152.6,ocean/pelagic,,Wobbegong,Orectolobidae,direct observation,witness/victim,1.8,witness/victim,provoked,physical contact,1,diving,,,,baitfish,,bit hand,N,N,"arm, hand",minor lacerations,Male,57,wetsuit/drysuit,full body,black,,,,pulled hand from sharks mouth,,,,1030,28,,,20,28,3,4000,,,,22,,,ASAF questionnaire,asaf questionnaire 1.6.2012,
938,May,2012,Uninjured,NSW,"redhead beach, newcastle",-33,151.7,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,witness/victim,2,witness/victim,unprovoked,,1,unmotorised boating,,,Vessel,,below,bit kayak hull,,,other: uninjured,,Male,30,,,,,,,,,,,1430,0,N,,,18,,1000,,,,19,,,media outlet,theherald.com.au 5.6.2012,
939,June,2012,Injured,VIC,port campbell,-38.61666667,142.9833333,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,1.5,witness/victim,unprovoked,,1,boarding,,,,boarding,,bit leg,,N,leg,minor lacerations,Male,42,wetsuit/drysuit,full body,,,,,,,,,,0,,,,,,,,,,,,,media outlet,heraldsun.com.au 12.6.2012,
940,June,2012,Injured,TAS,south west national park,-43.51666667,146.2333333,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,5.3,witness/victim,unprovoked,,1,boarding,,,Board,boarding,,bumped board,,N,leg,abrasion,Male,,wetsuit/drysuit,full body,,,,,,,,,915,0,N,,,,,,,,,,,,media outlet,sharkalarm.com.au 1.7.2012,
941,June,2012,Uninjured,WA,"pinnaroo point, kallaroo, perth",-31.78333333,115.7166667,coastal,,Great White Shark,Carcharodon carcharias ,,government official,3.5,witness/victim,unprovoked,,1,unmotorised boating,,,Vessel,other sealife (dolphins),behind,bit kayak,,,other: uninjured,,Male,61,,,,,,,,,,,705,0,N,15,,,,150,,,,,,,media outlet,the telegraph 20.6.2012,
942,July,2012,Injured,SA,"streaky bay, black beach",-32.76666667,134.2,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,,,unprovoked,,1,boarding,,,Board,boarding,,bit arm & board while resting,,,"arm, shoulder",major lacerations,Male,47,wetsuit/drysuit,full body,,,,,,,,,,,N,,,,,,,,,,,,media outlet,adelaidenow.com.au 1.8.2012,
943,July,2012,Fatal,WA,"wedge island, north of perth",-30.83333333,115.2666667,Coastal,,Great White Shark,Carcharodon carcharias ,,government official,3.6,witness/victim,unprovoked,,1,boarding,,,Board,,,bit victim in half,,N,other: body not recovered,,Male,24,wetsuit/drysuit,full body,,,,,,,,,900,0,,,,,,80,,,,,,,media outlet,sunday herald 15.7.2012,
944,August,2012,Injured,WA,"red bluff, north of carnarvon",-24.38333333,113.3833333,coastal,,Tiger Shark,Galeocerdo cuvier ,,government official,3.5,witness/victim,unprovoked,,1,boarding,,,,boarding,,bit victim on torso,,,torso,major lacerations,Male,34,wetsuit/drysuit,full body,,,,,hit at shark,,,,1525,0,,,,,,,,,,,,,media outlet,perth now 18.8.2012,
945,October,2012,Uninjured,WA,"mullaloo beach, perth",-31.76666667,115.7166667,coastal,,Great White Shark,Carcharodon carcharias ,bite analysis,government official,1.3,other: common species,unprovoked,,1,boarding,,,Board,boarding,behind,bit fipper,,N,other: uninjured,,Male,11,,,,,,,,,,,1230,0,N,,,,,,,,,,,,media outlet,the western australian 4.10.2012,
946,December,2012,Injured,NSW,"kylie's beach, diamond head",-31.73333333,152.7833333,coastal,,Bull Shark,Carcharhinus leucas,tooth recovered,government official,3,witness/victim,unprovoked,,1,boarding,,,Board,"boarding, other sealife (dolphins)",right,bit thigh while sitting on board,,,thigh,major lacerations,Male,29,,,,,,,hit shark on head,,,,1045,0,Y,,,,,,,,,,,,media outlet,daily telegraph 28.12.2012,
947,December,2012,Injured,NSW,"south west rocks, fish rock",-30.86666667,153.0333333,estuary/harbour,,Grey Nurse Shark,Carcharius taurus,,government official,,,provoked,,1,spearfishing,,,Catch,spearfishing,,bumped victim,Y,,leg,minor lacerations,Male,31,wetsuit/drysuit,full body,,,,,,,,,1630,,,,,,,,,,,,,,media outlet,smh 3.12.2012,
948,December,2012,Uninjured,NSW,"dee why beach, sydney",-33.75,151.3,coastal,,Great White Shark,Carcharodon carcharias ,bite analysis,government official,2.5,witness/victim,unprovoked,,1,boarding,,,Board,boarding,,bit board while riding it on a wave,,N,other: uninjured,,Male,,,,,,,,,,,,1245,0,N,,,,,,,,,,,,media outlet,telegraph.com.au 5.1.2013,
949,January,2013,Injured,WA,"cape legendre, cape legendre island",-20.35,116.8166667,island open ocean,,Whaler Shark,Carcharhinidae,"shark behaviour, geographical location",,,,provoked,,1,spearfishing,,,Catch,spearfishing,,bit leg,N,,leg,minor lacerations,Male,,swimwear,,,,,red,,,,,1000,1,,37,,8,,2000,,,,,,,ASAF questionnaire,asaf questionnaire 22.1.2013,
950,January,2013,Injured,QLD,noosa heads,-26.36666667,153.0833333,coastal,,Tiger Shark,Galeocerdo cuvier ,bite analysis,,,,unprovoked,,1,boarding,,,Board,,right,bit surfboard,,N,"torso, shoulder",minor lacerations,Male,,,,,,,,,,,,,0,,,,,,,,,,,,,media outlet,shark tear magazine 6.1.2013,
951,March,2013,Injured,WA,"geraldton, african reef",-28.8,114.6,coastal,,Bronze Whaler Shark,Carcharhinus brachyurus,"bite analysis, shark behaviour, geographical location, direct observation",,2.5,witness/victim,provoked,enticed shark,1,spearfishing,,,Catch,spearfishing,below,bit speared fish,Y,,"arm, hand",minor lacerations,Male,28,wetsuit/drysuit,full body,black,,,,jaded shark with speargun,,,,900,0,,,,,,,,,,,,,media outlet,the west australian 13.3.2013,
952,April,2013,Injured,NSW,"yamba, spooky beach, angourie",-29.46666667,153.35,coastal,,Wobbegong,Orectolobidae,bite analysis,,,,provoked,,1,swimming,,,,,,bit leg - left,,,leg,other: teeth marks,Female,,,,,,,,,,,,,,,,,,,,,,,,,,ASAF questionnaire,email - australian museum curator 6.5.2013,
953,May,2013,Uninjured,WA,"secret harbour, perth",-32.4,115.7333333,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,,,unprovoked,,1,boarding,,,Board,boarding,below,bit surfboard,,,other: uninjured,,Male,,wetsuit/drysuit,full body,,,,,,,,,1700,0,,,,,,50,,,,,,,media outlet,au.news.yahoo.com ,
954,May,2013,Injured,NSW,"byron bay, wategos beach",-28.63333333,153.6,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour, geographical location, direct observation",,1,witness/victim,provoked,physical contact,1,swimming,,,,,,bit foot,,,foot,other: teeth marks,Male,65,,,,,,,,,,,610,,,,,,,,,,,,,,media outlet,northernstar.com.au 31.5.2013,
955,June,2013,Uninjured,NSW,"target beach, jarvis bay",-35.06666667,150.7833333,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,1.8,witness/victim,unprovoked,,1,boarding,,,Board,boarding,,bit surfboard,,N,other: uninjured,,Male,,wetsuit/drysuit,full body,,,,,,,,,1600,0,,,,,,,,,,,,,media outlet,south coast register 12.6.2013,
956,July,2013,Injured,VIC,flinders,-38.46666667,145.0166667,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,1.7,witness/victim,unprovoked,,1,swimming,,,,boarding,,bit victim on back,Y,,"arm, hand",minor lacerations,Male,29,wetsuit/drysuit,full body,black,,,,pushed shark off,,,,530,,,,,2,,,,,,,,,government report,vic fisheries report 1.7.2013 & herald sun 3.7.2013,
957,October,2013,Injured,NSW,narrabeen beach (south),-33.71666667,151.3,coastal,,Wobbegong,Orectolobidae,bite analysis,government official,,,provoked,physical contact,1,boarding,,,,,below,bit foot,,,foot,minor lacerations,Male,,wetsuit/drysuit,full body,"multicolour: black, grey",,,,,,,,1815,1.5,,,,2,,,,,,,,,media outlet,nsw fisheries report 27.2.2014,
958,October,2013,Injured,WA,"exmouth, turquoise bay",-21.95,114.1166667,coastal,,Grey Reef Shark,Carcharhinus amblyrhynchos,direct observation,,,,unprovoked,,1,snorkelling,,,,,,bit victim on arm,Y,,arm,minor lacerations,Female,,,,,,,,,,,,,,,,,,,40,,,,,,,media outlet,perthnow 29.10.2013,
959,October,2013,Injured,WA,"poison creek beach, israelite bay",-33.95,123.9166667,ocean/pelagic,,Great White Shark,Carcharodon carcharias ,direct observation,,5,bite radius estimation,provoked,,1,diving,,Y,,catch,,bit victim on shoulder & head,,,"head, shoulder",major lacerations,Male,55,wetsuit/drysuit,full body,,,,,,,,,1030,15,Y,,,15,,3000,,,,,,,media outlet,the australian 8.10.2013,
960,November,2013,Fatal,NSW,"coffs harbour, campbell's beach",-30.26666667,153.1333333,coastal,,Tiger Shark,Galeocerdo cuvier ,bite analysis,government official,3,government official,unprovoked,,1,boarding,,,Board,"baitfish, boarding, other sealife (dolphins, fish)",right,bit victim on legs,,,leg,major lacerations,Male,19,wetsuit/drysuit,full body,,,,,,,,,1230,0,,15,,3,,200,,,,,,,media outlet,"nsw dpi report, smh 30.11.2013",
961,November,2013,Fatal,WA,"gracetown, umbies break",-33.85,114.9666667,coastal,,Great White Shark,Carcharodon carcharias ,tooth recovered,government official,3,government official,unprovoked,,1,boarding,,,Board,"boarding, other sealife (whale/s)",left,"bit victim on arms, torso, legs",,,"arm, torso, leg",major lacerations,Male,35,wetsuit/drysuit,full body,,,,,,,,,900,0,Y,1,,,,,,,,,,,media outlet,the telegraph 24.11.2013,
962,December,2013,Injured,QLD,gold coast,-28.1,153.4666667,coastal,,Wobbegong,Orectolobidae,direct observation,,1.5,witness/victim,unprovoked,,1,diving,,,,"scuba diving, other sealife (shark/s)",,bit victim on leg,Y,N,leg,surface wound,Female,33,wetsuit/drysuit,full body,black,,,,,,,,1230,10,,15,,10,3,40,,,,,,,other questionnaire (ISAF),,
963,December,2013,Injured,NSW,"port macquarie, shelley beach",-31.45,152.9166667,coastal,,Wobbegong,Orectolobidae,bite analysis,government official,1.7,government official,unprovoked,,1,boarding,,,,,,bit victim on leg,,,leg,minor lacerations,Male,26,,,,,,,,,,,1815,1,,,,,,,,,,,,,media outlet,smh.com.au 5.12.2013,
964,February,2014,Fatal,SA,"goldsmith beach, yorke peninsula",-35.13333333,137.7,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,,,provoked,,1,spearfishing,,,Catch,"spearfishing, baitfish",,bit victim on torso,,,other: body not recovered,,Male,28,wetsuit/drysuit,full body,,,,,,,,,1200,0,,,,8,,100,,,,,,,media outlet,the australian 10.2.2014,
965,February,2014,Uninjured,WA,rottnest island,-32,115.55,coastal,,Great White Shark,Carcharodon carcharias ,direct observation,,4,witness/victim,provoked,enticed shark,1,spearfishing,,,Catch,"fish cleaning, fishing, baitfish",,circled victim,Y,,other: uninjured,,Male,70,wetsuit/drysuit,full body,black,,,,speared shark,"other: original comment unclear ""shark swam away, Shark Shield did not deter shark""",,,1345,20,,24,,30,,4000,,,,,deterrent/repellent ,"Shark Shield, on",ASAF questionnaire,"wa fisheries email 18.2.2014, asaf questionnaire 19.4.2014",
966,March,2014,Uninjured,VIC,"winkipop, bell's beach",-38.36666667,144.2666667,island open ocean,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location",,1.4,witness/victim,unprovoked,,1,boarding,,,Board,boarding,,bumped victim & board,,,other: uninjured,,Male,42,wetsuit/drysuit,full body,black,,,,,,,,,0,,,,,,,,,,,,,media outlet,geelong advertiser 19.3.2014,
967,March,2014,Injured,NSW,"port macquarie, lighthouse beach",-31.46666667,152.9166667,coastal,,Wobbegong,Orectolobidae,bite analysis,government official,1.8,government official,provoked,victim intentionally moved into immediate proximity of shark,1,swimming,,,Dive equipment,baitfish,below,bit foot,,,foot,minor lacerations,Male,40,wetsuit/drysuit,full body,black,,,,hit shark with fist,,,30,1800,1.5,,30,,1.5,,40,,,,,,,media outlet,"portnews.com.au 13.3.2014, fisheries questionnaire",
968,April,2014,Fatal,NSW,tathra,-36.71666667,149.9833333,coastal,,Great White Shark,Carcharodon carcharias ,,government official,3.5,witness/victim,unprovoked,,1,swimming,,,,"bait and/or berley, swimming, baitfish",,bit victim multiple times,Y,,other: body not recovered,,Female,63,,,,,,,,,,,820,0,,10,21.5,5,4,200,,,,,,,media outlet,"nsw fisheries questionnaire, daily telegraph 4.4.2014",
969,April,2014,Injured,WA,"coral bay, south passage",-23.13333333,113.75,ocean/pelagic,,Whaler Shark,Carcharhinidae,direct observation,,,,provoked,,1,spearfishing,,,Catch,"spearfishing, baitfish",,bit victim on hand,,,"arm, hand",minor lacerations,Male,,,,,,,,,,,,1500,,,,,,,2000,,,,,speargun,,media outlet,wa fisheries media release 24.4.2014,
970,May,2014,Uninjured,SA,elliston bar,-33.63333333,134.8666667,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,4.6,witness/victim,unprovoked,,1,boarding,,,Board,boarding,below,bumped victim off board,,,other: uninjured,,Male,35,wetsuit/drysuit,full body,black,,,,,,,,930,0,,,,,,2000,,,,,,,media outlet,daily telegraph 15.5.2014,
971,May,2014,Injured,QLD,"chevron island, narang river",-27.98333333,153.4166667,river,,Bull Shark,Carcharhinus leucas,"bite analysis, shark behaviour",,1.3,bite radius estimation,unprovoked,,1,swimming,,,,,,bit victim on thigh,,,thigh,major lacerations,Female,29,,,,,,,,,,,2130,,,1,,,,,,,,,,,media outlet,gold coast bulletin 27.5.2014,
972,June,2014,Injured,SA,"parsons beach, fleurieu peninsula",-35.63087083,138.4666667,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location, direct observation",,1.5,witness/victim,unprovoked,,1,boarding,,,Board,baitfish,,bit victim on torso,,,torso,minor lacerations,Male,39,wetsuit/drysuit,full body,,,,,stayed on body board,,,,945,0,,,,,,80,,,,,,,media outlet,adalaidenow.com.au 9.6.2014,
973,June,2014,Injured,NSW,"seven mile beach, nowra",-34.83333333,150.75,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour",,,,provoked,physical contact,1,boarding,,,,boarding,,bit victim on foot,,,foot,minor lacerations,Male,,wetsuit/drysuit,full body,,,,,got back onto surf board,,,,700,1.2,,,,,,,,,,,,,media outlet,southcoastregister.com.au 3.6.2014,
974,June,2014,Injured,SA,middleton beach,-35.5,138.7166667,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location, direct observation",,2.8,witness/victim,unprovoked,,1,boarding,,,Board,"boarding, other sealife (shark/s)",,bit victim on leg,,,leg,minor lacerations,Male,15,wetsuit/drysuit,full body,black,,,,hit shark on head with body board,,,,1700,0,,,,,,100,,,,,,,media outlet,the advertiser 19.6.2014,
975,June,2014,Injured,SA,middleton beach,-35.5,138.7166667,coastal,,Great White Shark,Carcharodon carcharias ,"shark behaviour, geographical location, direct observation",,2.8,witness/victim,unprovoked,,1,boarding,,,Board,"boarding, other sealife (shark/s)",,bit board,,,,minor lacerations,Male,,wetsuit/drysuit,full body,black,,,,hit shark on head with first,,,,1700,0,,,,,,100,,,,,,,media outlet,victorharbourtimes.com.au 19.6.2014,
976,August,2014,Injured,WA,gnaraloo station,-23.78333333,113.5,coastal,,Whaler Shark,Carcharhinidae,"bite analysis, shark behaviour, geographical location, direct observation",,,,provoked,,1,spearfishing,,,Catch,spearfishing,,bit victim on face,,,head,major lacerations,Male,31,,,,,,,,,,,,2.5,,,,2.5,,,,,,,,,media outlet,herald sun 21.8.2014,
977,September,2014,Fatal,NSW,"byron bay, clarkes beach",-28.63333333,153.6,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location, direct observation",,3.7,witness/victim,unprovoked,,1,snorkelling,,,,,,bit victim on leg,,,thigh,major lacerations,Male,50,wetsuit/drysuit,full body,black,,,,,,,,1030,,,,,,,20,,,,,,,media outlet,daily telegraph 9.9.2014,
978,September,2014,Injured,NSW," port macquarie, town beach",-31.41666667,152.9166667,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour",,,,unprovoked,,1,swimming,,,,,,bit victim on finger,,,"arm, hand",minor lacerations,Female,13,,,,,,,,,,,,,,,,,,,,,,,,,media outlet,nbnnews.com.au 26.9.2014,
979,October,2014,Injured,NSW,avoca beach,-33.45,151.4333333,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour",,1,witness/victim,provoked,physical contact,1,boarding,,,,"boarding, baitfish",,bit victim on foot,,,foot,minor lacerations,Female,13,wetsuit/drysuit,full body,black,,,,,,,,630,,,,,,,,,,,,,,media outlet,9news.com.au 17.10.2014,
980,October,2014,Injured,NSW,"wallabi point, old bar",-31.98333333,152.5666667,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour",,,,provoked,physical contact,1,boarding,,,,,,bit victim on foot,,,foot,minor lacerations,Male,20,wetsuit/drysuit,full body,black,,,,,,,,1800,1,,,,,,,,,,,,,media outlet,9news.com.au 30.10.2014,
981,October,2014,Injured,WA,"wylie bay, esperance",-33.83333333,121.9166667,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour",,3.5,witness/victim,unprovoked,,1,boarding,,,Board,boarding,other: side,bit victims board,,,"arm, leg",major lacerations,Male,23,wetsuit/drysuit,full body,black,,,,held board as a barrier before hands bitten,,,,1100,0,,90,,2,,60,,,,,,,media outlet,the australian 6.10.2014 & questionnaire,
982,November,2014,Injured,NSW,moonee bay,-30.2,159.15,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour",,,,provoked,physical contact,1,swimming,,,,,,bit victim on foot,,,foot,punctures,Male,,,,,,,,,,,,630,,,,,,,,,,,,,,media outlet,coffs harbour advocate 10.11.2014,
983,November,2014,Injured,NSW,"casey's beach, bateman's bay",-35.73333333,150.2,coastal,,Wobbegong,Orectolobidae,"bite analysis, shark behaviour",,1,witness/victim,provoked,enticed shark,1,snorkelling,,,Catch,catch,,bit victim on leg,,,thigh,other: teeth marks,Male,,wetsuit/drysuit,full body,,,,,,,,,,,,,,,,,,,,,,,government report,fisheries email 11.11.2014,
984,November,2014,Injured,NSW,"dee why beach, sydney",-33.75,151.3,coastal,beach,Wobbegong,Orectolobidae,bite analysis,,1,,unprovoked,,1,swimming,,,,,,bit victim on leg,,,"thigh, right",punctures,Female,,,,,,,,,,,,530,3,,10,,,,50,,,overcast,,,,,,
985,November,2014,Injured,WA,"pyramind's beach, dawesville",-32.6,115.6166667,coastal,,Bronze Whaler Shark,Carcharhinus brachyurus,,government official,2.3,government official,unprovoked,,1,boarding,,,Board,"boarding, baitfish, other: feeding fish",behind,bumped board,,,leg,other: teeth marks,Male,13,wetsuit/drysuit,full body,blue,white,stripe,,,,,,625,0,,5,18,2.5,,,,,cloud cover,16,,,media outlet,the sunday times 30.11.2014 questionnaire,
986,December,2014,Injured,NSW,booderee national park,-35.1338,150.686,coastal,bay to open ocean,,,,,,,unprovoked,,1,boarding,,,,baitfish,other: side,bit victim on left leg,,,"leg, ankle",minor lacerations,Male,,wetsuit/drysuit,,,,,,kicked at shark,shark released victim permanently,,,715,,,5,,,,,,,,,,,other questionnaire (DPI),email from DPI,
987,December,2014,Fatal,WA,"cheynes beach, albany",-34.88003124,118.404958,coastal,,Great White Shark,Carcharodon carcharias ,,government official,5,,provoked,,1,spearfishing,,,,spearfishing,,bit victim on leg,,,leg,major lacerations,Male,17,wetsuit/drysuit,full body,black,,,,,,,,1220,,,,,,,,,,,,,,media outlet,abc.net 30.12.2014,
988,December,2014,Fatal,QLD,"rudder reef, port douglas",-16.2,145.75,island open ocean,,Tiger Shark,Galeocerdo cuvier ,bite analysis,,3.3,government official,provoked,,1,spearfishing,,,Catch,spearfishing,,bit victim on thigh & arm,,,"arm, leg",major lacerations,Male,18,wetsuit/drysuit,full body,,,camouflage,,,,,,1100,,,,,,,,,,,,,,media outlet,abc.net.au 14.1.2015,
989,January,2015,Uninjured,NSW,"byron bay, wategos beach",-28.63333333,153.6166667,coastal,,Great White Shark,Carcharodon carcharias ,"bite analysis, shark behaviour, geographical location",,,,unprovoked,,1,boarding,,,Board,other sealife (dolphins),below,bit surfboard which broke in half,,,other: uninjured,,Female,,wetsuit/drysuit,full body,black,,,,,,,,,,,,,,,,,,,,,,media outlet,abc.net.au 21.1.2015,
990,January,2015,Injured,NSW,"port stephens, piggies beach",-32.68333333,152.0333333,coastal,,Wobbegong,Orectolobidae,,government official,,,provoked,physical contact,1,other: standing in water,,,,,,bit victim on foot,,,foot,minor lacerations,Male,,,,,,,,pulled himself into the dinghy and shook the shark off,,,,1700,,,,,,,,,,,,,,government report,fisheries email 6.1.2015,
